Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time
JBHT,J B Hunt Transport,137.42,-1.02,-0.74%,138.65,136.72,245200,12/24/20
JCI,Johnson Controls Intl,45.93,0.01,0.02%,46.2,45.67,842500,12/24/20
JKHY,Jack Henry & Assoc,157.69,1.76,1.13%,158.45,155.65,202700,12/24/20
JNJ,Johnson & Johnson,152.47,0.53,0.35%,153.04,151.82,2114900,12/24/20
JNPR,Juniper Networks,22.4,0.06,0.27%,22.46,22.22,758000,12/24/20
JPM,JP Morgan Chase & Company,124.52,-0.55,-0.44%,125.55,123.57,4164900,12/24/20
K,Kellogg Company,61.78,0.17,0.28%,61.9,61.42,524800,12/24/20
KEY,Keycorp,16.19,-0.14,-0.86%,16.4,15.97,2250800,12/24/20
KEYS,Keysight Technologies Inc Comm,130.95,0.53,0.41%,130.99,130.12,233800,12/24/20
KHC,Kraft Heinz Company,34.98,0.18,0.52%,34.98,34.62,1575900,12/24/20
KIM,Kimco Realty Corp,14.52,0.13,0.90%,14.65,14.27,921500,12/24/20
KLAC,K L A-Tencor Corp,259.08,6.29,2.49%,259.08,253.97,367200,12/24/20
KMB,Kimberly-Clark Corp,133.89,0.39,0.29%,134.35,133.05,529700,12/24/20
KMI,Kinder Morgan,13.83,0,0.00%,13.86,13.69,5520100,12/24/20
KMX,Carmax Inc,92.3,-0.88,-0.94%,93.47,91.25,1042200,12/24/20
KO,Coca-Cola Company,53.44,0.36,0.68%,53.55,53.02,3265500,12/24/20
KR,Kroger Company,31.53,0.14,0.45%,31.62,31.25,2918900,12/24/20
KSU,Kansas City Southern,199.73,0.51,0.26%,200.27,197.05,385700,12/24/20
L,Loews Corp,44,-0.1,-0.23%,44.24,43.74,300100,12/24/20
LB,L Brands Inc,38.96,-0.23,-0.59%,39.25,38.23,1045200,12/24/20
LDOS,Leidos Holdings Inc,104.24,-0.37,-0.35%,105.12,103.4,198100,12/24/20
LEG,Leggett & Platt Inc,42.48,0.59,1.41%,42.56,41.36,568200,12/24/20
LEN,Lennar Corp,80.43,1.86,2.37%,80.5,77.83,955400,12/24/20
LH,Laboratory Corp of America Holdings,203.87,-0.19,-0.09%,205,202.74,206000,12/24/20
LHX,L3Harris Technologies Inc,185.16,-0.69,-0.37%,186.61,184.46,281700,12/24/20
LIN,Linde Plc,256.62,1.52,0.60%,256.98,254.77,276300,12/24/20
LKQ,LKQ Corp,36.26,0.01,0.03%,36.4,35.84,334600,12/24/20
LLY,Eli Lilly and Company,166.66,1.18,0.71%,167.94,165.85,627200,12/24/20
LMT,Lockheed Martin Corp,351.97,0.37,0.11%,354.06,350.4,508700,12/24/20
LNC,Lincoln National Corp,49.74,-0.21,-0.42%,49.95,49.04,484400,12/24/20
LNT,Alliant Energy Corp,50.02,0.48,0.97%,50.07,47.61,743100,12/24/20
LOW,Lowe's Companies,162.77,0.34,0.21%,163.2,162.1,1044600,12/24/20
LRCX,Lam Research Corp,480.34,9.21,1.95%,480.34,472.9,332900,12/24/20
LUMN,Centurylink,9.86,-0.04,-0.40%,10,9.8,4775200,12/24/20
LUV,Southwest Airlines Company,46.28,-0.47,-1.01%,47.09,45.81,2973400,12/24/20
LVS,Las Vegas Sands,57.01,-0.18,-0.31%,57.49,56.71,898100,12/24/20
LW,Lamb Weston Holdings Inc,77.65,-0.95,-1.21%,78.44,76.75,294900,12/24/20
LYB,Lyondellbasell Industries NV,90.61,-0.02,-0.02%,90.76,89.46,255700,12/24/20
LYV,Live Nation Entertainment,71.64,0.01,0.01%,72.04,71.35,381800,12/24/20
MA,Mastercard Inc,336,6.77,2.06%,336.37,330.35,1308900,12/24/20
MAA,Mid-America Apartment Communities,124.6,1.94,1.58%,124.61,122.97,98000,12/24/20
MAR,Marriot Int Cl A,128.75,0.14,0.11%,128.98,127.5,592000,12/24/20
MAS,Masco Corp,56.79,0.56,1.00%,56.83,56.23,674600,12/24/20
MCD,McDonald's Corp,211.39,-0.63,-0.30%,212.74,211.14,1047600,12/24/20
MCHP,Microchip Technology,136.77,0.77,0.57%,137.5,135.3,451800,12/24/20
MCK,Mckesson Corp,170.78,0.71,0.42%,170.99,169.09,256700,12/24/20
MCO,Moody's Corp,278.88,3.18,1.15%,279.36,275.32,210300,12/24/20
MDLZ,Mondelez Intl Inc,57.85,0.5,0.87%,57.87,57.32,2347700,12/24/20
MDT,Medtronic Inc,114.03,0.09,0.08%,114.53,113.61,1025200,12/24/20
MET,Metlife Inc,46.31,0.18,0.39%,46.32,45.8,1580500,12/24/20
MGM,MGM Resorts International,30.74,-0.24,-0.77%,31.03,30.57,1775100,12/24/20
MHK,Mohawk Industries,138.72,1.57,1.14%,138.87,135.46,161800,12/24/20
MKC,Mccormick & Company Inc,93.47,0.49,0.53%,93.59,92.46,217600,12/24/20
MKTX,Marketaxess Holdings,573.08,0.11,0.02%,582.68,567.86,148100,12/24/20
MLM,Martin Marietta Materials,275.05,1.26,0.46%,275.75,271.07,79400,12/24/20
MMC,Marsh & Mclennan Companies,115.13,1.44,1.27%,115.29,113.92,372300,12/24/20
MMM,3M Company,174.52,0.53,0.30%,174.79,173.42,656100,12/24/20
MNST,Monster Beverage Cp,89.81,0.87,0.98%,90.02,88.99,461400,12/24/20
MO,Altria Group,41.72,-1.15,-2.68%,41.92,41.15,6055800,12/24/20
MOS,Mosaic Company,21.96,-0.13,-0.59%,22.2,21.82,1071600,12/24/20
MPC,Marathon Petroleum Corp,41.21,-0.1,-0.24%,41.23,40.39,1989200,12/24/20
MRK,Merck & Company,80.14,0.38,0.48%,80.43,79.87,2822000,12/24/20
MRO,Marathon Oil Corp,6.63,-0.18,-2.64%,6.79,6.45,15690699,12/24/20
MS,Morgan Stanley,68.09,-0.12,-0.18%,68.58,67.76,3126600,12/24/20
MSCI,MSCI Inc,432.46,3.83,0.89%,434.5,429.06,77500,12/24/20
MSFT,Microsoft Corp,222.75,1.73,0.78%,223.61,221.2,10550500,12/24/20
MSI,Motorola Solutions,168.47,-0.14,-0.08%,169.19,167.37,239000,12/24/20
MTB,M&T Bank Corp,124.96,-0.65,-0.52%,125.63,123.33,243300,12/24/20
MTD,Mettler-Toledo International,1140.19,14.09,1.25%,1148.4,1127.23,43000,12/24/20
MU,Micron Technology,70.58,0.63,0.90%,70.64,69.76,4848400,12/24/20
MXIM,Maxim Integrated,86.58,0.76,0.89%,86.59,85.64,276500,12/24/20
NCLH,Norwegian Cruise Ord,24.58,0.08,0.33%,24.79,24.12,7884100,12/24/20
NDAQ,Nasdaq Inc,128.62,0.67,0.52%,128.74,127.59,191800,12/24/20
NEE,Nextera Energy,74.98,0.65,0.87%,75.16,74.16,1387500,12/24/20
NEM,Newmont Mining Corp,60.48,0.7,1.17%,60.56,59.56,1857700,12/24/20
NFLX,Netflix Inc,513.97,-0.51,-0.10%,519.34,512.21,1143900,12/24/20
NI,NiSource Inc,22.09,0.18,0.82%,22.13,21.63,1097700,12/24/20
NKE,Nike Inc,141.6,-0.16,-0.11%,142.19,141.1,1821900,12/24/20
NLOK,Nortonlifelock Inc,21.04,0.08,0.38%,21.11,20.9,1495400,12/24/20
NLSN,Nielsen Holdings Plc,20.32,0.09,0.44%,20.4,20.23,993800,12/24/20
NOC,Northrop Grumman Corp,299.6,-1.06,-0.35%,301.08,296.93,332600,12/24/20
NOV,National-Oilwell,13.5,-0.13,-0.95%,13.74,13.31,2292400,12/24/20
NOW,Servicenow Inc,553.89,3.83,0.70%,560.54,552.74,623700,12/24/20
NRG,NRG Energy,35.08,-0.25,-0.71%,35.29,34.66,732600,12/24/20
NSC,Norfolk Southern Corp,234.39,1.27,0.54%,234.93,231.63,383000,12/24/20
NTAP,Netapp Inc,65.8,-0.37,-0.56%,66.27,65.45,509600,12/24/20
NTRS,Northern Trust Corp,91.59,-0.4,-0.43%,92.23,90.18,269300,12/24/20
NUE,Nucor Corp,52.44,-0.13,-0.25%,52.96,52.01,620100,12/24/20
NVDA,Nvidia Corp,519.75,-0.62,-0.12%,525.3,517.55,2447000,12/24/20
NVR,NVR Inc,4216.39,74.82,1.81%,4220,4119.86,4200,12/24/20
NWL,Newell Rubbermaid Inc,21.22,-0.01,-0.05%,21.27,21.04,690200,12/24/20
NWS,News Cp Cl B,17.68,0.18,1.03%,17.78,17.55,1352000,12/24/20
NWSA,News Cp Cl A,17.82,0.14,0.76%,17.94,17.74,1099900,12/24/20
O,Realty Income Corp,61.09,0.63,1.04%,61.12,60.29,772600,12/24/20
ODFL,Old Dominion Freight Line Inc,198.25,1.42,0.72%,199,196.55,146800,12/24/20
OKE,Oneok Inc,38.8,0,0.00%,38.85,37.9,1344100,12/24/20
OMC,Omnicom Group Inc,61.3,0.02,0.03%,61.43,60.76,346000,12/24/20
ORCL,Oracle Corp,64.96,-0.34,-0.52%,65.59,64.78,3796400,12/24/20
ORLY,O'Reilly Automotive,461.76,3.83,0.84%,462.73,456.32,257200,12/24/20
OTIS,Otis Worldwide Corp [Otis/I],65.79,0.16,0.24%,65.98,65.29,992000,12/24/20
OXY,Occidental Petroleum Corp,17.67,-0.22,-1.23%,18.17,17.4,9203900,12/24/20
PAYC,Paycom Software Inc,462.13,-2.24,-0.48%,465.02,458,95400,12/24/20
PAYX,Paychex Inc,94.71,0.31,0.33%,95.01,93.38,842200,12/24/20
PBCT,People's United Finl,12.89,-0.04,-0.31%,12.97,12.68,1379200,12/24/20
PCAR,Paccar Inc,86.11,1.02,1.20%,86.2,85,372900,12/24/20
PEAK,Healthpeak Properties Inc,29.76,0.24,0.81%,29.83,29.35,497900,12/24/20
PEG,Public Service Enterprise Group Inc,57.15,0.62,1.10%,57.19,56.51,772900,12/24/20
PEP,Pepsico Inc,145.06,0.65,0.45%,145.11,144.14,883200,12/24/20
PFE,Pfizer Inc,37.27,-0.17,-0.45%,37.57,37.18,14790101,12/24/20
PFG,Principal Financial Group Inc,48.48,-0.06,-0.12%,48.84,47.85,415200,12/24/20
PG,Procter & Gamble Company,137.72,1.38,1.01%,138.13,136.2,2588100,12/24/20
PGR,Progressive Corp,98.31,0.8,0.82%,98.46,97.26,724600,12/24/20
PH,Parker-Hannifin Corp,269.45,0.05,0.02%,271.08,267.33,139800,12/24/20
PHM,Pultegroup,45.2,0.91,2.05%,45.27,43.89,1089300,12/24/20
PKG,Packaging Corp of America,136.1,0.37,0.27%,136.39,134.65,158900,12/24/20
PKI,Perkinelmer,139.71,0.39,0.28%,140.11,138.64,174100,12/24/20
PLD,Prologis Inc,97.24,1.05,1.09%,97.51,96.34,714000,12/24/20
PM,Philip Morris International Inc,82.51,0.31,0.38%,82.6,82.03,1128500,12/24/20
PNC,PNC Bank,146.15,-0.55,-0.37%,146.69,144.67,518800,12/24/20
PNR,Pentair Ltd,52.59,0.15,0.29%,52.84,52.1,187200,12/24/20
PNW,Pinnacle West Capital Corp,77.87,0.47,0.61%,78.06,76.72,239200,12/24/20
POOL,Pool Corp,364.73,-0.79,-0.22%,366.87,361.19,83200,12/24/20
PPG,PPG Industries,145,1.13,0.79%,145.31,143.15,300800,12/24/20
PPL,PPL Corp,26.89,0.11,0.41%,26.92,26.45,1985500,12/24/20
PRGO,Perrigo Company,44.01,0.35,0.80%,44.08,43.61,379100,12/24/20
PRU,Prudential Financial Inc,76.74,-0.05,-0.07%,77.02,75.87,612000,12/24/20
PSA,Public Storage,228.85,1.85,0.81%,228.98,227.07,154600,12/24/20
PSX,Phillips 66,68.73,-0.63,-0.91%,69.28,68.04,1295200,12/24/20
PVH,Phillips-Van Heusen Corp,93.82,-0.76,-0.80%,94.62,92.44,295600,12/24/20
PWR,Quanta Services,70.93,0.12,0.17%,71.18,70.39,243800,12/24/20
PXD,Pioneer Natural Resources Company,112.49,-0.63,-0.56%,112.86,110.76,487800,12/24/20
PYPL,Paypal Holdings,238.64,-0.8,-0.33%,242.12,238.09,3053700,12/24/20
QCOM,Qualcomm Inc,148.79,1.83,1.25%,148.9,147.2,2120100,12/24/20
QRVO,Qorvo Inc,167.11,2.01,1.22%,167.53,165.13,462200,12/24/20
RCL,Royal Caribbean Cruises Ltd,70.66,-0.76,-1.06%,71.85,70.07,1712400,12/24/20
RE,Everest Re Group,229.18,-0.37,-0.16%,229.92,226.24,77800,12/24/20
REG,Regency Centers Corp,45.41,0.25,0.55%,45.68,44.82,261200,12/24/20
REGN,Regeneron Pharmaceuticals,488.93,-3.26,-0.66%,495.23,486.03,289100,12/24/20
RF,Regions Financial Corp,15.95,0.01,0.06%,16.02,15.69,2588200,12/24/20
RHI,Robert Half International Inc,62.21,-0.06,-0.10%,62.46,61.66,178300,12/24/20
RJF,Raymond James Financial,92.92,-1.13,-1.20%,94.78,92.52,219300,12/24/20
RL,Ralph Lauren Corp,100.92,-1.04,-1.02%,103.5,100.5,336400,12/24/20
RMD,Resmed Inc,212.42,2.44,1.16%,212.93,209.71,99500,12/24/20
ROK,Rockwell Automation Inc,248.63,0.6,0.24%,249.08,247.21,131800,12/24/20
ROL,Rollins Inc,40.05,0.21,0.53%,40.41,39.84,412000,12/24/20
ROP,Roper Industries,420.12,0.66,0.16%,423.67,416.27,119700,12/24/20
ROST,Ross Stores Inc,118.02,-0.12,-0.10%,118.29,116.84,608700,12/24/20
RSG,Republic Services,95.63,0.62,0.65%,95.72,94.91,307100,12/24/20
RTX,Raytheon Technologies Corp,70.27,-0.45,-0.64%,70.95,69.89,1758600,12/24/20
SBAC,SBA Communications,275.02,2.04,0.75%,275.49,272.54,182800,12/24/20
SBUX,Starbucks Corp,102.01,-0.05,-0.05%,102.36,101.68,1949100,12/24/20
SCHW,The Charles Schwab Corp,52.06,-0.29,-0.55%,52.38,51.84,1633100,12/24/20
SEE,Sealed Air Corp,46.1,-0.14,-0.30%,46.24,45.87,252800,12/24/20
SHW,Sherwin-Williams Company,733.9,9.45,1.30%,735.21,726.13,108600,12/24/20
SIVB,Svb Financial Group,375.99,-1.53,-0.41%,379.93,372.09,75000,12/24/20
SJM,J.M. Smucker Company,116.09,0.92,0.80%,116.35,114.99,254200,12/24/20
SLB,Schlumberger N.V.,21.64,-0.28,-1.28%,21.99,21.46,3664900,12/24/20
SLG,SL Green Realty Corp,56.74,0.03,0.05%,57.37,56.16,517400,12/24/20
SNA,Snap-On Inc,169.77,1.93,1.15%,169.9,167.65,106400,12/24/20
SNPS,Synopsys Inc,256.28,1.58,0.62%,257.48,253.81,200200,12/24/20
SO,Southern Company,59.8,0.42,0.71%,59.85,59.3,857900,12/24/20
SPG,Simon Property Group,84.37,0.72,0.86%,84.59,83.05,810600,12/24/20
SPGI,S&P Global Inc,316.58,2.95,0.94%,316.94,313.23,490800,12/24/20
SRE,Sempra Energy,125.9,-0.05,-0.04%,126.18,124.72,369700,12/24/20
STE,Steris Corp,186.19,2.03,1.10%,186.21,184.07,97100,12/24/20
STT,State Street Corp,71.78,0.2,0.28%,72.02,70.8,665700,12/24/20
STX,Seagate Tech Ord Shs,62.95,-0.08,-0.13%,63.19,62.4,797200,12/24/20
STZ,Constellation Brands Inc,215.81,0.33,0.15%,216.1,213.86,266900,12/24/20
SWK,Stanley Black & Decker Inc,179.92,2.02,1.14%,180.17,177.53,243100,12/24/20
SWKS,Skyworks Solutions,151.21,0.47,0.31%,151.35,149.5,480400,12/24/20
SYF,Synchrony Financial,33.96,-0.17,-0.50%,34.2,33.61,844400,12/24/20
SYK,Stryker Corp,237.06,0.73,0.31%,238.25,236.33,256400,12/24/20
SYY,Sysco Corp,72.42,-0.45,-0.62%,72.8,71.5,730100,12/24/20
T,AT&T Inc,28.69,-0.06,-0.21%,28.76,28.5,19153000,12/24/20
TAP,Molson Coors Brewing Company,45.47,0.08,0.18%,45.6,44.89,502900,12/24/20
TDG,Transdigm Group Inc,606.71,-5.19,-0.85%,610.75,602.4,47700,12/24/20
TDY,Teledyne Technologies Inc,383.48,-2.32,-0.60%,385.26,380.1,23000,12/24/20
TEL,Te Connectivity Ltd,119.82,0.17,0.14%,120.25,118.93,627200,12/24/20
TER,Teradyne Inc,118.88,1.62,1.38%,118.9,116.83,421400,12/24/20
TFC,Truist Financial Corp,46.99,-0.3,-0.63%,47.5,46.7,2276200,12/24/20
TFX,Teleflex Inc,405.06,7.77,1.96%,406.81,396.18,87500,12/24/20
TGT,Target Corp,175.19,0.28,0.16%,176.51,174.67,1941200,12/24/20
TIF,Tiffany & Company,131.16,0.01,0.01%,131.2,131.15,433100,12/24/20
TJX,TJX Companies,66.98,-0.36,-0.53%,67.13,66.59,1656800,12/24/20
TMO,Thermo Fisher Scientific Inc,458.09,-0.25,-0.05%,462.21,456.41,442000,12/24/20
TMUS,T-Mobile US,132.92,0.69,0.52%,133.83,132.59,901100,12/24/20
TPR,Tapestry Inc,30.85,0.33,1.08%,31.18,30.37,1945300,12/24/20
TROW,T Rowe Price Group,148.28,0.44,0.30%,148.87,147.23,370700,12/24/20
TRV,The Travelers Companies Inc,138.49,0.54,0.39%,138.64,136.84,416700,12/24/20
TSCO,Tractor Supply Company,146.88,-0.02,-0.01%,148,146.21,369100,12/24/20
TSLA,Tesla Inc,661.77,15.79,2.44%,666.09,641,22865500,12/24/20
TSN,Tyson Foods,64.79,0.24,0.37%,64.95,64.21,1074200,12/24/20
TT,Trane Technologies Plc,143.66,1.16,0.81%,144.32,142.96,292000,12/24/20
TTWO,Take-Two Interacti,202.5,0.68,0.34%,204.44,201.49,211600,12/24/20
TWTR,Twitter Inc,53.97,-0.33,-0.61%,55.19,53.86,3661000,12/24/20
TXN,Texas Instruments,161.64,0.66,0.41%,161.85,160.48,1044300,12/24/20
TXT,Textron Inc,48.07,-0.24,-0.50%,48.5,47.87,197400,12/24/20
TYL,Tyler Technologies,434.26,1.27,0.29%,434.87,430.64,369100,12/24/20
UA,Under Armour Inc Cl C,15.05,-0.04,-0.27%,15.12,14.69,1529300,12/24/20
UAA,Under Armour,17.41,0.05,0.29%,17.43,16.9,3020300,12/24/20
UAL,United Airlines Holdings Inc,43.26,-0.85,-1.93%,44.42,43.01,7230600,12/24/20
UDR,United Dominion Realty Trust,37.32,0.29,0.78%,37.37,36.85,326600,12/24/20
UHS,Universal Health Services,136.93,-0.13,-0.09%,137.6,135.33,98600,12/24/20
ULTA,Ulta Beauty Inc,264.64,-3.82,-1.42%,268.39,263.93,271000,12/24/20
UNH,Unitedhealth Group Inc,340.79,3.2,0.95%,341.41,336.44,1360500,12/24/20
UNM,Unumprovident Corp,21.92,0,0.00%,22.01,21.59,546600,12/24/20
UNP,Union Pacific Corp,203.39,2.22,1.10%,203.85,200.48,691700,12/24/20
UPS,United Parcel Service,172.19,-0.45,-0.26%,173.35,171.47,1006000,12/24/20
URI,United Rentals,232.62,1.69,0.73%,233.15,228.95,213200,12/24/20
USB,U.S. Bancorp,46.49,-0.24,-0.51%,46.73,46.01,1980900,12/24/20
V,Visa Inc,208.7,3.4,1.66%,208.82,206.6,3367800,12/24/20
VAR,Varian Medical Systems,174.77,0.04,0.02%,175,174.7,133100,12/24/20
VFC,V.F. Corp,83.9,-0.37,-0.44%,84.6,83.23,546800,12/24/20
VIAC,Viacomcbs Inc Cl B,35.99,0.04,0.11%,36.03,35.45,4720500,12/24/20
VLO,Valero Energy Corp,55.68,-0.11,-0.20%,55.75,54.56,1351900,12/24/20
VMC,Vulcan Materials Company,143.22,0.51,0.36%,143.37,141.72,185900,12/24/20
VNO,Vornado Realty Trust,36.15,-0.32,-0.88%,36.7,35.7,604100,12/24/20
VNT,Vontier Corp [Vnt/I],33.97,-0.18,-0.53%,34.4,33.84,772500,12/24/20
VRSK,Verisk Analytics Inc,201.23,1.26,0.63%,201.78,199.95,145000,12/24/20
VRSN,Verisign Inc,214.59,0.58,0.27%,215.23,213.13,139800,12/24/20
VRTX,Vertex Pharmaceutic,234.46,-1.38,-0.59%,237.5,233.48,451600,12/24/20
VTR,Ventas Inc,49.19,0.2,0.41%,49.54,48.85,529300,12/24/20
VTRS,Viatris Inc,17.77,-0.11,-0.62%,17.92,17.67,1946600,12/24/20
VZ,Verizon Communications Inc,58.84,-0.12,-0.20%,59.07,58.66,7751100,12/24/20
WAB,Wabtec Corp,73.31,0.45,0.62%,73.42,72.13,218100,12/24/20
WAT,Waters Corp,247.09,0.78,0.32%,248.54,246.34,48000,12/24/20
WBA,Walgreens Boots Alliance,39.62,-0.25,-0.63%,40.04,39.08,2677900,12/24/20
WDC,Western Digital Cp,49.92,-0.01,-0.02%,50.38,49.35,1224500,12/24/20
WEC,Wisconsin Energy Corp,89.43,0.75,0.85%,89.51,88.34,498800,12/24/20
WELL,Welltower Inc,63.52,1.16,1.86%,63.6,62.32,547400,12/24/20
WFC,Wells Fargo & Company,29.84,-0.51,-1.68%,30.38,29.66,14443700,12/24/20
WHR,Whirlpool Corp,193.2,3.65,1.93%,193.41,188.61,302600,12/24/20
WLTW,Willis Towers WT,211.81,2.99,1.43%,212.1,208.38,293800,12/24/20
WM,Waste Management,117,0.75,0.65%,117.02,116.21,466000,12/24/20
WMB,Williams Companies,20.74,-0.01,-0.05%,20.83,20.54,2684800,12/24/20
WMT,Wal-Mart Stores,143.5,0.28,0.20%,144.39,143.18,3018100,12/24/20
WRB,W.R. Berkley Corp,66.1,0.12,0.18%,66.29,65.17,149400,12/24/20
WRK,Westrock Company,44.48,0.03,0.07%,44.71,44.07,341900,12/24/20
WST,West Pharmaceutical Services,282.96,1.53,0.54%,284.55,280.37,147000,12/24/20
WU,Western Union Company,21.86,0.13,0.60%,21.87,21.66,814200,12/24/20
WY,Weyerhaeuser Company,33.85,0.24,0.71%,33.88,33.5,1135300,12/24/20
WYNN,Wynn Resorts Ltd,114.39,-0.91,-0.79%,115.45,113.61,850900,12/24/20
XEL,XCEL Energy Inc,64.63,0.32,0.50%,64.75,64.04,598400,12/24/20
XLNX,Xilinx Inc,141.99,0,0.00%,143.56,141.44,1167500,12/24/20
XOM,Exxon Mobil Corp,41.6,-0.17,-0.41%,41.85,41.38,8039000,12/24/20
XRAY,Dentsply Sirona Inc,51.82,0.21,0.41%,51.89,51.28,217600,12/24/20
XRX,Xerox Corp,22.58,-0.2,-0.88%,22.96,22.39,940500,12/24/20
XYL,Xylem Inc,100.25,0.52,0.52%,100.48,99.31,249700,12/24/20
YUM,Yum! Brands,107.54,0.75,0.70%,107.69,106.94,340300,12/24/20
ZBH,Zimmer Biomet Holdings,149.25,0.27,0.18%,149.7,147.61,283700,12/24/20
ZBRA,Zebra Technologies,376.89,-2.85,-0.75%,382.28,371.4,138200,12/24/20
ZION,Zions Bancorp,43.34,-0.17,-0.39%,43.62,42.66,327600,12/24/20
ZTS,Zoetis Inc Cl A,160.72,0.87,0.54%,161.87,159.85,417400,12/24/20
